4502.73,171,14361,303
4502.18,171,14360.1,303
4501.64,171,14359.3,303
4501.09,171,14358.4,303
4500.55,171,14357.6,303
4500,171,14356.8,303
4499.46,171,14355.9,303
4498.91,171,14355.1,303
4498.37,171,14354.2,303
4497.83,171,14353.4,303
4497.28,171,14352.6,303
4496.74,171,14351.7,303
4496.19,171,14350.9,303
4495.65,171,14350,303
4495.1,171,14349.2,303
4494.56,171,14348.4,303
4494.01,171,14347.5,303
4493.47,171,14346.7,303
4492.93,171,14345.9,303
4492.38,171,14345,303
4491.84,171,14344.2,303
4491.29,171,14343.3,303
4490.75,171,14342.5,303
4490.2,171,14341.7,303
4489.66,171,14340.8,303
4489.11,171,14340,303
4488.57,171,14339.1,303
4488.03,171,14338.3,303
4487.48,171,14337.5,303
4486.94,171,14336.6,303
4486.39,171,14335.8,303
4485.83,171,14335,304
4485.26,171,14334.1,305
4484.67,171,14333.3,306
4484.07,171,14332.5,307
4483.45,171,14331.7,308
4482.84,171,14331,308
4482.22,171,14330.2,308
4481.61,171,14329.4,308
4480.99,171,14328.6,308
4480.38,171,14327.8,308
4479.76,171,14327,308
4479.14,171,14326.2,308
4478.53,171,14325.4,308
4477.91,171,14324.6,308
4477.3,171,14323.9,308
4476.68,171,14323.1,308
4476.07,171,14322.3,308
4475.45,171,14321.5,308
4474.83,171,14320.7,308
4474.22,171,14319.9,308
4473.6,171,14319.1,308
4472.99,171,14318.3,308
4472.37,171,14317.6,308
4471.76,171,14316.8,308
4471.15,171,14316,307
4470.57,171,14315.2,306
4469.99,171,14314.3,305
4469.43,171,14313.5,304
4468.89,171,14312.7,303
4468.36,171,14311.8,302
4467.84,171,14311,301
4467.34,171,14310.1,300
4466.86,171,14309.2,299
4466.37,171,14308.4,299
4465.89,171,14307.5,299
4465.4,171,14306.6,299
4464.93,171,14305.7,298
4464.48,171,14304.8,297
4464.04,171,14303.9,296
4463.62,171,14303,295
4463.2,171,14302.1,295
4462.77,171,14301.2,295
4462.35,171,14300.3,295
4461.93,171,14299.4,295
4461.5,171,14298.5,295
4461.08,171,14297.6,295
4460.66,171,14296.7,295
4460.24,171,14295.8,295
4459.81,171,14294.9,295
4459.39,171,14294,295
4458.97,171,14293.1,295
4458.54,171,14292.1,295
4458.12,171,14291.2,295
4457.7,171,14290.3,295
4457.28,171,14289.4,295
4456.85,171,14288.5,295
4456.43,171,14287.6,295
4456.01,171,14286.7,295
4455.58,171,14285.8,295
4455.16,171,14284.9,295
4454.74,171,14284,295
4454.32,171,14283.1,295
4453.89,171,14282.2,295
4453.47,171,14281.3,295
4453.05,171,14280.4,295
4452.62,171,14279.5,295
4452.2,171,14278.6,295
4451.8,171,14277.6,294
4451.4,171,14276.7,293
4451.01,171,14275.8,293
4450.62,171,14274.9,293
4450.23,171,14274,293
4449.84,171,14273,293
4449.45,171,14272.1,293
4449.06,171,14271.2,293
4448.67,171,14270.3,293
4448.28,171,14269.4,293
4447.89,171,14268.4,293
4447.5,171,14267.5,293
4447.11,171,14266.6,293
4446.72,171,14265.7,293
4446.33,171,14264.7,293
4445.94,171,14263.8,293
4445.55,171,14262.9,293
4445.15,171,14262,293
4444.76,171,14261.1,293
4444.37,171,14260.1,293
4444,171,14259.2,292
4443.64,171,14258.3,291
4443.28,171,14257.3,291
4442.92,171,14256.4,291
4442.57,171,14255.5,291
4442.21,171,14254.5,291
4441.87,171,14253.6,290
4441.54,171,14252.7,289
4441.23,171,14251.7,288
4440.94,171,14250.8,287
4440.66,171,14249.8,286
4440.39,171,14248.8,286
4440.11,171,14247.9,286
4439.83,171,14246.9,286
4439.56,171,14246,286
4439.3,171,14245,285
4439.06,171,14244,284
4438.83,171,14243,283
4438.61,171,14242.1,283
4438.38,171,14241.1,283
4438.16,171,14240.1,283
4437.93,171,14239.1,283
4437.72,171,14238.2,282
4437.53,171,14237.2,281
4437.36,171,14236.2,280
4437.2,171,14235.2,279
4437.05,171,14234.2,279
4436.89,171,14233.2,279
4436.73,171,14232.2,279
4436.58,171,14231.3,279
4436.42,171,14230.3,279
4436.27,171,14229.3,279
4436.11,171,14228.3,279
4435.95,171,14227.3,279
4435.8,171,14226.3,279
4435.66,171,14225.3,278
4435.54,171,14224.3,277
4435.43,171,14223.3,276
4435.34,171,14222.4,275
4435.26,171,14221.4,275
4435.17,171,14220.4,275
4435.08,171,14219.4,275
4435,171,14218.4,275
4434.91,171,14217.4,275
4434.82,171,14216.4,275
4434.74,171,14215.4,275
4434.65,171,14214.4,275
4434.56,171,14213.4,275
4434.48,171,14212.4,275
4434.39,171,14211.4,275
4434.3,171,14210.4,275
4434.21,171,14209.4,275
4434.11,171,14208.4,276
4433.99,171,14207.4,277
4433.85,171,14206.4,278
4433.69,171,14205.4,279
4433.52,171,14204.5,280
4433.33,171,14203.5,281
4433.12,171,14202.5,282
4432.9,171,14201.5,283
4432.65,171,14200.5,284
4432.39,171,14199.6,285
4432.12,171,14198.6,286
4431.83,171,14197.7,287
4431.52,171,14196.7,288
4431.19,171,14195.8,289
4430.85,171,14194.8,290
4430.49,171,14193.9,291
4430.12,171,14193,292
4429.74,171,14192,292
4429.37,172,14191.1,292
4428.99,172,14190.2,292
4428.62,172,14189.3,292
4428.24,172,14188.3,292
4427.87,172,14187.4,292
4427.5,172,14186.5,292
4427.12,172,14185.6,292
4426.75,172,14184.6,292
4426.37,172,14183.7,292
4426,172,14182.8,292
4425.62,172,14181.8,292
4425.25,172,14180.9,292
4424.87,172,14180,292
4424.5,172,14179.1,292
4424.12,172,14178.1,292
4423.75,172,14177.2,292
4423.38,172,14176.3,292
4423,172,14175.4,292
4422.63,172,14174.4,292
4422.24,172,14173.5,293
4421.83,172,14172.6,294
4421.41,172,14171.7,295
4420.97,172,14170.8,296
4420.51,172,14169.9,297
4420.06,172,14169,297
4419.61,172,14168.1,297
4419.15,172,14167.2,297
4418.7,172,14166.3,297
4418.24,172,14165.5,297
4417.79,172,14164.6,297
4417.33,172,14163.7,297
4416.88,172,14162.8,297
4416.43,172,14161.9,297
4415.97,172,14161,297
4415.52,172,14160.1,297
4415.06,172,14159.2,297
4414.61,172,14158.3,297
